date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_team_norm,away_team_norm,home_points,away_points,home_goal_diff,away_goal_diff
1990-05-26,Germany,Czechoslovakia,1,0,Friendly,Düsseldorf,Germany,False,Germany,Czechoslovakia,3,0,1,-1
1990-05-26,Turkey,Republic of Ireland,0,0,Friendly,İzmir,Turkey,False,Turkiye,Republic of Ireland,1,1,0,0
1990-05-26,Yugoslavia,Spain,0,1,Friendly,Ljubljana,Yugoslavia,False,Yugoslavia,Spain,0,3,-1,1
1990-05-27,Curaçao,Suriname,1,1,CFU Caribbean Cup qualification,Willemstad,Curaçao,False,Curacao,Suriname,1,1,0,0
1990-05-27,Sweden,Finland,6,0,Friendly,Solna,Sweden,False,Sweden,Finland,3,0,6,-6
1990-05-28,Malta,Scotland,1,2,Friendly,Attard,Malta,False,Malta,Scotland,0,3,-1,1
1990-05-30,Austria,Netherlands,3,2,Friendly,Vienna,Austria,False,Austria,Netherlands,3,0,1,-1
1990-05-30,Burkina Faso,Ghana,1,0,Friendly,Ouagadougou,Burkina Faso,False,Burkina Faso,Ghana,3,0,1,-1
1990-05-30,Germany,Denmark,1,0,Friendly,Gelsenkirchen,Germany,False,Germany,Denmark,3,0,1,-1
1990-05-30,Liechtenstein,United States,1,4,Friendly,Eschen,Liechtenstein,False,Liechtenstein,USA,0,3,-3,3
1990-06-01,Jordan,Iraq,0,2,Friendly,Amman,Jordan,False,Jordan,Iraq,0,3,-2,2
1990-06-02,Belgium,Mexico,3,0,Friendly,Brussels,Belgium,False,Belgium,Mexico,3,0,3,-3
1990-06-02,Hungary,Colombia,3,1,Friendly,Budapest,Hungary,False,Hungary,Colombia,3,0,2,-2
1990-06-02,Switzerland,United States,2,1,Friendly,St. Gallen,Switzerland,False,Switzerland,USA,3,0,1,-1
1990-06-02,Tunisia,England,1,1,Friendly,Tunis,Tunisia,False,Tunisia,England,1,1,0,0
1990-06-03,Yugoslavia,Netherlands,0,2,Friendly,Zagreb,Yugoslavia,False,Yugoslavia,Netherlands,0,3,-2,2
1990-06-06,Belgium,Poland,1,1,Friendly,Brussels,Belgium,False,Belgium,Poland,1,1,0,0
1990-06-06,Norway,Denmark,1,2,Friendly,Trondheim,Norway,False,Norway,Denmark,0,3,-1,1
1990-06-08,Argentina,Cameroon,0,1,FIFA World Cup,Milan,Italy,True,Argentina,Cameroon,0,3,-1,1
1990-06-09,Italy,Austria,1,0,FIFA World Cup,Rome,Italy,False,Italy,Austria,3,0,1,-1
1990-06-09,United Arab Emirates,Colombia,0,2,FIFA World Cup,Bologna,Italy,True,United Arab Emirates,Colombia,0,3,-2,2
1990-06-10,Brazil,Sweden,2,1,FIFA World Cup,Turin,Italy,True,Brazil,Sweden,3,0,1,-1
1990-06-10,Germany,Yugoslavia,4,1,FIFA World Cup,Milan,Italy,True,Germany,Yugoslavia,3,0,3,-3
1990-06-10,United States,Czechoslovakia,1,5,FIFA World Cup,Florence,Italy,True,USA,Czechoslovakia,0,3,-4,4
1990-06-11,Costa Rica,Scotland,1,0,FIFA World Cup,Genoa,Italy,True,Costa Rica,Scotland,3,0,1,-1
1990-06-11,England,Republic of Ireland,1,1,FIFA World Cup,Cagliari,Italy,True,England,Republic of Ireland,1,1,0,0
1990-06-12,Belgium,South Korea,2,0,FIFA World Cup,Verona,Italy,True,Belgium,Korea Republic,3,0,2,-2
1990-06-12,Netherlands,Egypt,1,1,FIFA World Cup,Palermo,Italy,True,Netherlands,Egypt,1,1,0,0
1990-06-13,Argentina,Russia,2,0,FIFA World Cup,Naples,Italy,True,Argentina,Russia,3,0,2,-2
1990-06-13,Uruguay,Spain,0,0,FIFA World Cup,Udine,Italy,True,Uruguay,Spain,1,1,0,0
1990-06-14,Italy,United States,1,0,FIFA World Cup,Rome,Italy,False,Italy,USA,3,0,1,-1
1990-06-14,Yugoslavia,Colombia,1,0,FIFA World Cup,Bologna,Italy,True,Yugoslavia,Colombia,3,0,1,-1
1990-06-15,Austria,Czechoslovakia,0,1,FIFA World Cup,Florence,Italy,True,Austria,Czechoslovakia,0,3,-1,1
1990-06-15,Germany,United Arab Emirates,5,1,FIFA World Cup,Milan,Italy,True,Germany,United Arab Emirates,3,0,4,-4
1990-06-16,Brazil,Costa Rica,1,0,FIFA World Cup,Turin,Italy,True,Brazil,Costa Rica,3,0,1,-1
1990-06-16,England,Netherlands,0,0,FIFA World Cup,Cagliari,Italy,True,England,Netherlands,1,1,0,0
1990-06-16,Sweden,Scotland,1,2,FIFA World Cup,Genoa,Italy,True,Sweden,Scotland,0,3,-1,1
1990-06-17,Belgium,Uruguay,3,1,FIFA World Cup,Verona,Italy,True,Belgium,Uruguay,3,0,2,-2
1990-06-17,Republic of Ireland,Egypt,0,0,FIFA World Cup,Palermo,Italy,True,Republic of Ireland,Egypt,1,1,0,0
1990-06-17,South Korea,Spain,1,3,FIFA World Cup,Udine,Italy,True,Korea Republic,Spain,0,3,-2,2
1990-06-18,Argentina,Romania,1,1,FIFA World Cup,Naples,Italy,True,Argentina,Romania,1,1,0,0
1990-06-19,Austria,United States,2,1,FIFA World Cup,Florence,Italy,True,Austria,USA,3,0,1,-1
1990-06-19,Germany,Colombia,1,1,FIFA World Cup,Milan,Italy,True,Germany,Colombia,1,1,0,0
1990-06-20,Brazil,Scotland,1,0,FIFA World Cup,Turin,Italy,True,Brazil,Scotland,3,0,1,-1
1990-06-20,Sweden,Costa Rica,1,2,FIFA World Cup,Genoa,Italy,True,Sweden,Costa Rica,0,3,-1,1
1990-06-21,Belgium,Spain,1,2,FIFA World Cup,Verona,Italy,True,Belgium,Spain,0,3,-1,1
1990-06-21,England,Egypt,1,0,FIFA World Cup,Cagliari,Italy,True,England,Egypt,3,0,1,-1
1990-06-21,Republic of Ireland,Netherlands,1,1,FIFA World Cup,Palermo,Italy,True,Republic of Ireland,Netherlands,1,1,0,0
1990-06-21,South Korea,Uruguay,0,1,FIFA World Cup,Udine,Italy,True,Korea Republic,Uruguay,0,3,-1,1
1990-06-23,Cameroon,Colombia,2,1,FIFA World Cup,Naples,Italy,True,Cameroon,Colombia,3,0,1,-1
1990-06-24,Brazil,Argentina,0,1,FIFA World Cup,Turin,Italy,True,Brazil,Argentina,0,3,-1,1
1990-06-24,Germany,Netherlands,2,1,FIFA World Cup,Milan,Italy,True,Germany,Netherlands,3,0,1,-1
1990-06-25,Italy,Uruguay,2,0,FIFA World Cup,Rome,Italy,False,Italy,Uruguay,3,0,2,-2
1990-06-26,England,Belgium,1,0,FIFA World Cup,Bologna,Italy,True,England,Belgium,3,0,1,-1
1990-06-26,Spain,Yugoslavia,1,2,FIFA World Cup,Verona,Italy,True,Spain,Yugoslavia,0,3,-1,1
1990-06-30,Yugoslavia,Argentina,0,0,FIFA World Cup,Florence,Italy,True,Yugoslavia,Argentina,1,1,0,0
1990-07-01,Cameroon,England,2,3,FIFA World Cup,Naples,Italy,True,Cameroon,England,0,3,-1,1
1990-07-01,Germany,Czechoslovakia,1,0,FIFA World Cup,Milan,Italy,True,Germany,Czechoslovakia,3,0,1,-1
1990-07-03,Italy,Argentina,1,1,FIFA World Cup,Naples,Italy,False,Italy,Argentina,1,1,0,0
1990-07-04,Germany,England,1,1,FIFA World Cup,Turin,Italy,True,Germany,England,1,1,0,0
1990-07-07,Italy,England,2,1,FIFA World Cup,Bari,Italy,False,Italy,England,3,0,1,-1
1990-07-08,Germany,Argentina,1,0,FIFA World Cup,Rome,Italy,True,Germany,Argentina,3,0,1,-1
1990-07-27,Japan,South Korea,0,2,Dynasty Cup,Beijing,China PR,True,Japan,Korea Republic,0,3,-2,2
1990-07-29,China PR,Japan,1,0,Dynasty Cup,Beijing,China PR,False,China PR,Japan,3,0,1,-1
1990-07-29,South Korea,North Korea,1,0,Dynasty Cup,Beijing,China PR,True,Korea Republic,North Korea,3,0,1,-1
1990-07-31,China PR,South Korea,0,1,Dynasty Cup,Beijing,China PR,False,China PR,Korea Republic,0,3,-1,1
1990-07-31,Japan,North Korea,0,1,Dynasty Cup,Beijing,China PR,True,Japan,North Korea,0,3,-1,1
1990-08-03,China PR,South Korea,1,1,Dynasty Cup,Beijing,China PR,False,China PR,Korea Republic,1,1,0,0
1990-08-04,Malawi,DR Congo,1,0,Friendly,Blantyre,Malawi,False,Malawi,Congo DR,3,0,1,-1
1990-08-06,Malawi,DR Congo,1,0,Friendly,Lilongwe,Malawi,False,Malawi,Congo DR,3,0,1,-1
1990-08-08,Malawi,DR Congo,0,0,Friendly,Mzuzu,Malawi,False,Malawi,Congo DR,1,1,0,0
1990-08-09,Tunisia,Morocco,0,0,Friendly,Tunis,Tunisia,False,Tunisia,Morocco,1,1,0,0
1990-08-12,Zambia,DR Congo,0,0,Friendly,Lusaka,Zambia,False,Zambia,Congo DR,1,1,0,0
1990-08-15,France,Poland,0,0,Friendly,Paris,France,False,France,Poland,1,1,0,0
1990-08-16,New Zealand,China PR,2,1,Friendly,Lower Hutt,New Zealand,False,New Zealand,China PR,3,0,1,-1
1990-08-17,Egypt,Ethiopia,2,0,African Cup of Nations qualification,Cairo,Egypt,False,Egypt,Ethiopia,3,0,2,-2
1990-08-19,DR Congo,Tanzania,2,0,African Cup of Nations qualification,Kinshasa,Zaïre,False,Congo DR,Tanzania,3,0,2,-2
1990-08-19,Ivory Coast,Mauritania,2,0,African Cup of Nations qualification,Abidjan,Ivory Coast,False,Cote d'Ivoire,Mauritania,3,0,2,-2
1990-08-19,Morocco,Niger,2,0,African Cup of Nations qualification,Casablanca,Morocco,False,Morocco,Niger,3,0,2,-2
1990-08-19,Tunisia,Chad,2,1,African Cup of Nations qualification,Tunis,Tunisia,False,Tunisia,Chad,3,0,1,-1
1990-08-21,Austria,Switzerland,1,3,Friendly,Vienna,Austria,False,Austria,Switzerland,0,3,-2,2
1990-08-22,Norway,Sweden,1,2,Friendly,Stavanger,Norway,False,Norway,Sweden,0,3,-1,1
1990-08-24,New Zealand,China PR,1,0,Friendly,Auckland,New Zealand,False,New Zealand,China PR,3,0,1,-1
1990-08-25,Indonesia,Australia,0,3,Friendly,Jakarta,Indonesia,False,Indonesia,Australia,0,3,-3,3
1990-08-29,Portugal,Germany,1,1,Friendly,Lisbon,Portugal,False,Portugal,Germany,1,1,0,0
1990-09-01,Uganda,DR Congo,2,1,African Cup of Nations qualification,Kampala,Uganda,False,Uganda,Congo DR,3,0,1,-1
1990-09-01,Ghana,Nigeria,1,0,African Cup of Nations qualification,Kumasi,Ghana,False,Ghana,Nigeria,3,0,1,-1
1990-09-02,Chad,Egypt,0,0,African Cup of Nations qualification,N'Djamena,Chad,False,Chad,Egypt,1,1,0,0
1990-09-02,Morocco,Mauritania,4,0,African Cup of Nations qualification,Casablanca,Morocco,False,Morocco,Mauritania,3,0,4,-4
1990-09-05,Hungary,Turkey,4,1,Friendly,Budapest,Hungary,False,Hungary,Turkiye,3,0,3,-3
1990-09-05,Iceland,France,1,2,UEFA Euro qualification,Reykjavík,Iceland,False,Iceland,France,0,3,-1,1
1990-09-05,Sweden,Denmark,0,1,Friendly,Västerås,Sweden,False,Sweden,Denmark,0,3,-1,1
1990-09-06,South Korea,Australia,1,0,Friendly,Seoul,South Korea,False,Korea Republic,Australia,3,0,1,-1
1990-09-09,South Korea,Australia,1,0,Friendly,Seoul,South Korea,False,Korea Republic,Australia,3,0,1,-1
1990-09-12,Belgium,German DR,0,2,Friendly,Brussels,Belgium,False,Belgium,German DR,0,3,-2,2
1990-09-12,England,Hungary,1,0,Friendly,London,England,False,England,Hungary,3,0,1,-1
1990-09-12,Faroe Islands,Austria,1,0,UEFA Euro qualification,Landskrona,Sweden,True,Faroe Islands,Austria,3,0,1,-1
1990-09-12,Finland,Portugal,0,0,UEFA Euro qualification,Helsinki,Finland,False,Finland,Portugal,1,1,0,0
1990-09-12,Republic of Ireland,Morocco,1,0,Friendly,Dublin,Republic of Ireland,False,Republic of Ireland,Morocco,3,0,1,-1
1990-09-12,Russia,Norway,2,0,UEFA Euro qualification,Moscow,Soviet Union,False,Russia,Norway,3,0,2,-2
1990-09-12,Scotland,Romania,2,1,UEFA Euro qualification,Glasgow,Scotland,False,Scotland,Romania,3,0,1,-1
1990-09-12,Spain,Brazil,3,0,Friendly,Gijón,Spain,False,Spain,Brazil,3,0,3,-3
1990-09-12,Switzerland,Bulgaria,2,0,UEFA Euro qualification,Geneva,Switzerland,False,Switzerland,Bulgaria,3,0,2,-2
1990-09-15,United States,Trinidad and Tobago,3,0,Friendly,High Point,United States,False,USA,Trinidad and Tobago,3,0,3,-3
1990-09-23,South Korea,Singapore,7,0,Asian Games,Beijing,China PR,True,Korea Republic,Singapore,3,0,7,-7
1990-09-24,Iran,Malaysia,3,0,Asian Games,Beijing,China PR,True,IR Iran,Malaysia,3,0,3,-3
1990-09-24,Saudi Arabia,Bangladesh,4,0,Asian Games,Beijing,China PR,True,Saudi Arabia,Bangladesh,3,0,4,-4
1990-09-25,Pakistan,South Korea,0,7,Asian Games,Beijing,China PR,True,Pakistan,Korea Republic,0,3,-7,7
1990-09-26,Italy,Netherlands,1,0,Friendly,Palermo,Italy,False,Italy,Netherlands,3,0,1,-1
1990-09-26,Sweden,Bulgaria,2,0,Friendly,Solna,Sweden,False,Sweden,Bulgaria,3,0,2,-2
1990-09-26,Bangladesh,Japan,0,3,Asian Games,Beijing,China PR,True,Bangladesh,Japan,0,3,-3,3
1990-09-27,China PR,South Korea,0,2,Asian Games,Beijing,China PR,False,China PR,Korea Republic,0,3,-2,2
1990-09-28,North Korea,Iran,1,2,Asian Games,Beijing,China PR,True,North Korea,IR Iran,0,3,-1,1
1990-09-28,Japan,Saudi Arabia,0,2,Asian Games,Beijing,China PR,True,Japan,Saudi Arabia,0,3,-2,2
1990-09-30,Aruba,Curaçao,1,3,Friendly,Oranjestad,Aruba,False,Aruba,Curacao,0,3,-2,2
1990-09-30,Niger,Ivory Coast,0,1,African Cup of Nations qualification,Niamey,Niger,False,Niger,Cote d'Ivoire,0,3,-1,1
1990-09-30,Togo,Ghana,0,1,African Cup of Nations qualification,Lomé,Togo,False,Togo,Ghana,0,3,-1,1
1990-10-01,South Korea,Kuwait,1,0,Asian Games,Beijing,China PR,True,Korea Republic,Kuwait,3,0,1,-1
1990-10-01,Iran,Japan,1,0,Asian Games,Beijing,China PR,True,IR Iran,Japan,3,0,1,-1
1990-10-01,Saudi Arabia,North Korea,0,0,Asian Games,Beijing,China PR,True,Saudi Arabia,North Korea,1,1,0,0
1990-10-03,South Korea,Iran,0,1,Asian Games,Beijing,China PR,True,Korea Republic,IR Iran,0,3,-1,1
1990-10-05,South Korea,Thailand,1,0,Asian Games,Beijing,China PR,True,Korea Republic,Thailand,3,0,1,-1
1990-10-06,Iran,North Korea,0,0,Asian Games,Beijing,China PR,True,IR Iran,North Korea,1,1,0,0
1990-10-10,Greece,Egypt,6,1,Friendly,Athens,Greece,False,Greece,Egypt,3,0,5,-5
1990-10-10,Norway,Hungary,0,0,UEFA Euro qualification,Bergen,Norway,False,Norway,Hungary,1,1,0,0
1990-10-10,Poland,United States,2,3,Friendly,Warsaw,Poland,False,Poland,USA,0,3,-1,1
1990-10-10,Spain,Iceland,2,1,UEFA Euro qualification,Seville,Spain,False,Spain,Iceland,3,0,1,-1
1990-10-10,Sweden,Germany,1,3,Friendly,Solna,Sweden,False,Sweden,Germany,0,3,-2,2
1990-10-11,North Korea,South Korea,2,1,Friendly,Pyongyang,North Korea,False,North Korea,Korea Republic,3,0,1,-1
1990-10-13,France,Czechoslovakia,2,1,UEFA Euro qualification,Paris,France,False,France,Czechoslovakia,3,0,1,-1
1990-10-14,Ghana,Burkina Faso,2,0,African Cup of Nations qualification,Accra,Ghana,False,Ghana,Burkina Faso,3,0,2,-2
1990-10-17,Croatia,United States,2,1,Friendly,Zagreb,Croatia,False,Croatia,USA,3,0,1,-1
1990-10-17,England,Poland,2,0,UEFA Euro qualification,London,England,False,England,Poland,3,0,2,-2
1990-10-17,Republic of Ireland,Turkey,5,0,UEFA Euro qualification,Dublin,Republic of Ireland,False,Republic of Ireland,Turkiye,3,0,5,-5
1990-10-17,Portugal,Netherlands,1,0,UEFA Euro qualification,Porto,Portugal,False,Portugal,Netherlands,3,0,1,-1
1990-10-17,Scotland,Switzerland,2,1,UEFA Euro qualification,Glasgow,Scotland,False,Scotland,Switzerland,3,0,1,-1
1990-10-17,Wales,Belgium,3,1,UEFA Euro qualification,Cardiff,Wales,False,Wales,Belgium,3,0,2,-2
1990-10-23,South Korea,North Korea,1,0,Friendly,Seoul,South Korea,False,Korea Republic,North Korea,3,0,1,-1
1990-10-31,Luxembourg,Germany,2,3,UEFA Euro qualification,Luxembourg,Luxembourg,False,Luxembourg,Germany,0,3,-1,1
1990-10-31,Norway,Cameroon,6,1,Friendly,Oslo,Norway,False,Norway,Cameroon,3,0,5,-5
1990-10-31,Yugoslavia,Austria,4,1,UEFA Euro qualification,Belgrade,Yugoslavia,False,Yugoslavia,Austria,3,0,3,-3
1990-11-07,Tunisia,Norway,1,3,Friendly,Bizerte,Tunisia,False,Tunisia,Norway,0,3,-2,2
1990-11-08,Brazil,Chile,0,0,Friendly,Belém,Brazil,False,Brazil,Chile,1,1,0,0
1990-11-11,Tunisia,Finland,1,2,Friendly,Tunis,Tunisia,False,Tunisia,Finland,0,3,-1,1
1990-11-14,Austria,Northern Ireland,0,0,UEFA Euro qualification,Vienna,Austria,False,Austria,Northern Ireland,1,1,0,0
1990-11-14,Bulgaria,Scotland,1,1,UEFA Euro qualification,Sofia,Bulgaria,False,Bulgaria,Scotland,1,1,0,0
1990-11-14,Cyprus,Norway,0,3,UEFA Euro qualification,Nicosia,Cyprus,False,Cyprus,Norway,0,3,-3,3
1990-11-14,Czechoslovakia,Spain,3,2,UEFA Euro qualification,Prague,Czechoslovakia,False,Czechoslovakia,Spain,3,0,1,-1
1990-11-14,Republic of Ireland,England,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,False,Republic of Ireland,England,1,1,0,0
1990-11-14,San Marino,Switzerland,0,4,UEFA Euro qualification,Serravalle,San Marino,False,San Marino,Switzerland,0,3,-4,4
1990-11-14,Turkey,Poland,0,1,UEFA Euro qualification,Istanbul,Turkey,False,Turkiye,Poland,0,3,-1,1
1990-11-17,Albania,France,0,1,UEFA Euro qualification,Tirana,Albania,False,Albania,France,0,3,-1,1
1990-11-18,Ethiopia,Tunisia,0,2,African Cup of Nations qualification,Addis Ababa,Ethiopia,False,Ethiopia,Tunisia,0,3,-2,2
1990-11-18,Trinidad and Tobago,United States,0,0,Friendly,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,USA,1,1,0,0
1990-11-21,Netherlands,Greece,2,0,UEFA Euro qualification,Rotterdam,Netherlands,False,Netherlands,Greece,3,0,2,-2
1990-11-21,United States,Russia,0,0,Friendly,Port of Spain,Trinidad and Tobago,True,USA,Russia,1,1,0,0
1990-12-12,Mexico,Brazil,0,0,Friendly,Los Angeles,United States,True,Mexico,Brazil,1,1,0,0
1990-12-18,Algeria,Senegal,1,0,Friendly,Constantine,Algeria,False,Algeria,Senegal,3,0,1,-1
1990-12-19,Germany,Switzerland,4,0,Friendly,Stuttgart,Germany,False,Germany,Switzerland,3,0,4,-4
1990-12-19,Malta,Netherlands,0,8,UEFA Euro qualification,Attard,Malta,False,Malta,Netherlands,0,3,-8,8
1990-12-19,Portugal,United States,1,0,Friendly,Maia,Portugal,False,Portugal,USA,3,0,1,-1
1990-12-19,Spain,Albania,9,0,UEFA Euro qualification,Seville,Spain,False,Spain,Albania,3,0,9,-9
1990-12-22,Croatia,Romania,2,0,Friendly,Rijeka,Croatia,False,Croatia,Romania,3,0,2,-2
1991-01-13,Ghana,Benin,4,0,African Cup of Nations qualification,Accra,Ghana,False,Ghana,Benin,3,0,4,-4
1991-01-13,Morocco,Ivory Coast,3,1,African Cup of Nations qualification,Rabat,Morocco,False,Morocco,Cote d'Ivoire,3,0,2,-2
1991-01-16,Spain,Portugal,1,1,Friendly,Castellón de la Plana,Spain,False,Spain,Portugal,1,1,0,0
1991-01-21,Cameroon,Algeria,0,0,Dakar Tournament,Dakar,Senegal,True,Cameroon,Algeria,1,1,0,0
1991-01-21,Senegal,Ivory Coast,0,0,Dakar Tournament,Dakar,Senegal,False,Senegal,Cote d'Ivoire,1,1,0,0
1991-01-22,Senegal,Algeria,2,2,Dakar Tournament,Dakar,Senegal,False,Senegal,Algeria,1,1,0,0
1991-01-23,Ivory Coast,Cameroon,1,1,Dakar Tournament,Dakar,Senegal,True,Cote d'Ivoire,Cameroon,1,1,0,0
1991-01-23,Greece,Portugal,3,2,UEFA Euro qualification,Athens,Greece,False,Greece,Portugal,3,0,1,-1
1991-01-27,Niger,Morocco,1,0,African Cup of Nations qualification,Niamey,Niger,False,Niger,Morocco,3,0,1,-1
1991-01-29,Mexico,Colombia,0,0,Friendly,León,Mexico,False,Mexico,Colombia,1,1,0,0
1991-01-30,Australia,Czechoslovakia,0,1,Friendly,Melbourne,Australia,False,Australia,Czechoslovakia,0,3,-1,1
1991-02-01,United States,Switzerland,0,1,Miami Cup,Miami,United States,False,USA,Switzerland,0,3,-1,1
1991-02-03,Colombia,Switzerland,2,3,Miami Cup,Miami,United States,True,Colombia,Switzerland,0,3,-1,1
1991-02-06,Australia,Czechoslovakia,0,2,Friendly,Parramatta,Australia,False,Australia,Czechoslovakia,0,3,-2,2
1991-02-06,England,Cameroon,2,0,Friendly,London,England,False,England,Cameroon,3,0,2,-2
1991-02-06,Scotland,Russia,0,1,Friendly,Glasgow,Scotland,False,Scotland,Russia,0,3,-1,1
1991-02-09,Malta,Portugal,0,1,UEFA Euro qualification,Attard,Malta,False,Malta,Portugal,0,3,-1,1
1991-02-13,Italy,Belgium,0,0,Friendly,Terni,Italy,False,Italy,Belgium,1,1,0,0
1991-02-15,Algeria,Cameroon,0,0,Friendly,Dakar,Senegal,True,Algeria,Cameroon,1,1,0,0
1991-02-15,Senegal,Ivory Coast,0,0,Friendly,Dakar,Senegal,False,Senegal,Cote d'Ivoire,1,1,0,0
1991-02-17,Ivory Coast,Cameroon,3,2,Friendly,Dakar,Senegal,True,Cote d'Ivoire,Cameroon,3,0,1,-1
1991-02-17,Senegal,Algeria,1,3,Friendly,Dakar,Senegal,False,Senegal,Algeria,0,3,-2,2
1991-02-19,Argentina,Hungary,2,0,Friendly,Rosario,Argentina,False,Argentina,Hungary,3,0,2,-2
1991-02-20,France,Spain,3,1,UEFA Euro qualification,Paris,France,False,France,Spain,3,0,2,-2
1991-02-20,Portugal,Malta,5,0,UEFA Euro qualification,Porto,Portugal,False,Portugal,Malta,3,0,5,-5
1991-02-21,Bermuda,United States,1,0,Friendly,Hamilton,Bermuda,False,Bermuda,USA,3,0,1,-1
1991-02-27,Belgium,Luxembourg,3,0,UEFA Euro qualification,Brussels,Belgium,False,Belgium,Luxembourg,3,0,3,-3
1991-02-27,Brazil,Paraguay,1,1,Friendly,Campo Grande,Brazil,False,Brazil,Paraguay,1,1,0,0
1991-02-27,Turkey,Yugoslavia,1,1,Friendly,İzmir,Turkey,False,Turkiye,Yugoslavia,1,1,0,0
1991-03-05,Algeria,Tunisia,2,1,Friendly,Annaba,Algeria,False,Algeria,Tunisia,3,0,1,-1
1991-03-12,Liechtenstein,Switzerland,0,6,Friendly,Balzers,Liechtenstein,False,Liechtenstein,Switzerland,0,3,-6,6
1991-03-12,United States,Mexico,2,2,NAFU Championship,Los Angeles,United States,False,USA,Mexico,1,1,0,0
1991-03-13,Argentina,Mexico,0,0,Friendly,Buenos Aires,Argentina,False,Argentina,Mexico,1,1,0,0
1991-03-13,Netherlands,Malta,1,0,UEFA Euro qualification,Rotterdam,Netherlands,False,Netherlands,Malta,3,0,1,-1
1991-03-14,Canada,Mexico,0,3,NAFU Championship,Los Angeles,United States,True,Canada,Mexico,0,3,-3,3
1991-03-16,United States,Canada,2,0,NAFU Championship,Torrance,United States,False,USA,Canada,3,0,2,-2
1991-03-27,Argentina,Brazil,3,3,Friendly,Buenos Aires,Argentina,False,Argentina,Brazil,1,1,0,0
1991-03-27,Belgium,Wales,1,1,UEFA Euro qualification,Brussels,Belgium,False,Belgium,Wales,1,1,0,0
1991-03-27,England,Republic of Ireland,1,1,UEFA Euro qualification,London,England,False,England,Republic of Ireland,1,1,0,0
1991-03-27,Germany,Russia,2,1,Friendly,Frankfurt am Main,Germany,False,Germany,Russia,3,0,1,-1
1991-03-27,Morocco,Greece,0,0,Friendly,Rabat,Morocco,False,Morocco,Greece,1,1,0,0
1991-03-27,Scotland,Bulgaria,1,1,UEFA Euro qualification,Glasgow,Scotland,False,Scotland,Bulgaria,1,1,0,0
1991-03-27,Spain,Hungary,2,4,Friendly,Santander,Spain,False,Spain,Hungary,0,3,-2,2
1991-03-27,Tunisia,Turkey,0,0,Friendly,Tunis,Tunisia,False,Tunisia,Turkiye,1,1,0,0
1991-03-30,France,Albania,5,0,UEFA Euro qualification,Paris,France,False,France,Albania,3,0,5,-5
1991-04-03,Algeria,Morocco,2,2,Friendly,Annaba,Algeria,False,Algeria,Morocco,1,1,0,0
1991-04-03,Switzerland,Romania,0,0,UEFA Euro qualification,Neuchâtel,Switzerland,False,Switzerland,Romania,1,1,0,0
1991-04-07,Tunisia,Algeria,0,0,Friendly,Tunis,Tunisia,False,Tunisia,Algeria,1,1,0,0
1991-04-09,Mexico,Chile,1,0,Friendly,Veracruz,Mexico,False,Mexico,Chile,3,0,1,-1
1991-04-12,Mauritania,Morocco,0,2,African Cup of Nations qualification,Nouakchott,Mauritania,False,Mauritania,Morocco,0,3,-2,2
1991-04-13,Nigeria,Ghana,0,0,African Cup of Nations qualification,Lagos,Nigeria,False,Nigeria,Ghana,1,1,0,0
1991-04-14,DR Congo,Gabon,2,1,African Cup of Nations qualification,Kinshasa,Zaïre,False,Congo DR,Gabon,3,0,1,-1
1991-04-14,Tunisia,Egypt,2,2,African Cup of Nations qualification,Tunis,Tunisia,False,Tunisia,Egypt,1,1,0,0
1991-04-17,Austria,Norway,0,0,Friendly,Vienna,Austria,False,Austria,Norway,1,1,0,0
1991-04-17,Costa Rica,Mexico,0,0,Friendly,San José,Costa Rica,False,Costa Rica,Mexico,1,1,0,0
1991-04-17,Greece,Sweden,2,2,Friendly,Athens,Greece,False,Greece,Sweden,1,1,0,0
1991-04-17,Netherlands,Finland,2,0,UEFA Euro qualification,Rotterdam,Netherlands,False,Netherlands,Finland,3,0,2,-2
1991-04-17,Poland,Turkey,3,0,UEFA Euro qualification,Warsaw,Poland,False,Poland,Turkiye,3,0,3,-3
1991-04-17,Spain,Romania,0,2,Friendly,Cáceres,Spain,False,Spain,Romania,0,3,-2,2
1991-04-27,Tanzania,DR Congo,1,0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,Tanzania,Congo DR,3,0,1,-1
1991-04-28,Chad,Tunisia,0,0,African Cup of Nations qualification,N'Djamena,Chad,False,Chad,Tunisia,1,1,0,0
1991-04-29,Ghana,Togo,2,0,African Cup of Nations qualification,Accra,Ghana,False,Ghana,Togo,3,0,2,-2
1991-04-30,Ivory Coast,Niger,1,0,African Cup of Nations qualification,Abidjan,Ivory Coast,False,Cote d'Ivoire,Niger,3,0,1,-1
1991-05-01,Bulgaria,Switzerland,2,3,UEFA Euro qualification,Sofia,Bulgaria,False,Bulgaria,Switzerland,0,3,-1,1
1991-05-01,Germany,Belgium,1,0,UEFA Euro qualification,Hanover,Germany,False,Germany,Belgium,3,0,1,-1
