date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_team_norm,away_team_norm,home_points,away_points,home_goal_diff,away_goal_diff
1989-07-16,Brazil,Uruguay,1,0,Copa América,Rio de Janeiro,Brazil,False,Brazil,Uruguay,3,0,1,-1
1989-07-16,Egypt,DR Congo,2,0,African Cup of Nations qualification,Cairo,Egypt,False,Egypt,Congo DR,3,0,2,-2
1989-07-16,Mali,Ivory Coast,2,2,African Cup of Nations qualification,Bamako,Mali,False,Mali,Cote d'Ivoire,1,1,0,0
1989-07-16,Paraguay,Argentina,0,0,Copa América,Rio de Janeiro,Brazil,True,Paraguay,Argentina,1,1,0,0
1989-07-16,Senegal,Tunisia,3,0,African Cup of Nations qualification,Dakar,Senegal,False,Senegal,Tunisia,3,0,3,-3
1989-07-22,Iran,China PR,3,2,FIFA World Cup qualification,Tehran,Iran,False,IR Iran,China PR,3,0,1,-1
1989-07-23,Brazil,Japan,1,0,Friendly,Rio de Janeiro,Brazil,False,Brazil,Japan,3,0,1,-1
1989-07-26,Algeria,Qatar,1,1,Friendly,Tlemcen,Algeria,False,Algeria,Qatar,1,1,0,0
1989-07-28,DR Congo,Egypt,0,0,African Cup of Nations qualification,Kinshasa,Zaïre,False,Congo DR,Egypt,1,1,0,0
1989-07-30,Ivory Coast,Mali,3,1,African Cup of Nations qualification,Abidjan,Ivory Coast,False,Cote d'Ivoire,Mali,3,0,2,-2
1989-07-30,Tunisia,Senegal,0,1,African Cup of Nations qualification,Tunis,Tunisia,False,Tunisia,Senegal,0,3,-1,1
1989-07-30,Venezuela,Brazil,0,4,FIFA World Cup qualification,Caracas,Venezuela,False,Venezuela,Brazil,0,3,-4,4
1989-08-05,Tunisia,Malawi,3,0,Friendly,Tunis,Tunisia,False,Tunisia,Malawi,3,0,3,-3
1989-08-06,Uruguay,Colombia,0,0,Friendly,Montevideo,Uruguay,False,Uruguay,Colombia,1,1,0,0
1989-08-10,Mexico,South Korea,4,2,Marlboro Cup,Los Angeles,United States,True,Mexico,Korea Republic,3,0,2,-2
1989-08-12,Egypt,Malawi,1,0,FIFA World Cup qualification,Cairo,Egypt,False,Egypt,Malawi,3,0,1,-1
1989-08-13,Chile,Brazil,1,1,FIFA World Cup qualification,Santiago,Chile,False,Chile,Brazil,1,1,0,0
1989-08-13,DR Congo,Zambia,1,0,FIFA World Cup qualification,Kinshasa,Zaïre,False,Congo DR,Zambia,3,0,1,-1
1989-08-13,Ivory Coast,Zimbabwe,5,0,FIFA World Cup qualification,Abidjan,Ivory Coast,False,Cote d'Ivoire,Zimbabwe,3,0,5,-5
1989-08-13,Morocco,Tunisia,0,0,FIFA World Cup qualification,Casablanca,Morocco,False,Morocco,Tunisia,1,1,0,0
1989-08-13,United States,South Korea,1,2,Marlboro Cup,Los Angeles,United States,False,USA,Korea Republic,0,3,-1,1
1989-08-16,Sweden,France,2,4,Friendly,Malmö,Sweden,False,Sweden,France,0,3,-2,2
1989-08-20,Brazil,Venezuela,6,0,FIFA World Cup qualification,São Paulo,Brazil,False,Brazil,Venezuela,3,0,6,-6
1989-08-20,Colombia,Ecuador,2,0,FIFA World Cup qualification,Barranquilla,Colombia,False,Colombia,Ecuador,3,0,2,-2
1989-08-23,Austria,Iceland,2,1,FIFA World Cup qualification,Salzburg,Austria,False,Austria,Iceland,3,0,1,-1
1989-08-23,Belgium,Denmark,3,0,Friendly,Bruges,Belgium,False,Belgium,Denmark,3,0,3,-3
1989-08-23,Norway,Greece,0,0,Friendly,Oslo,Norway,False,Norway,Greece,1,1,0,0
1989-08-25,Algeria,Ivory Coast,1,0,FIFA World Cup qualification,Annaba,Algeria,False,Algeria,Cote d'Ivoire,3,0,1,-1
1989-08-26,Egypt,Kenya,2,0,FIFA World Cup qualification,Cairo,Egypt,False,Egypt,Kenya,3,0,2,-2
1989-08-27,Morocco,DR Congo,1,1,FIFA World Cup qualification,Kenitra,Morocco,False,Morocco,Congo DR,1,1,0,0
1989-08-27,Paraguay,Colombia,2,1,FIFA World Cup qualification,Asunción,Paraguay,False,Paraguay,Colombia,3,0,1,-1
1989-08-27,Peru,Uruguay,0,2,FIFA World Cup qualification,Lima,Peru,False,Peru,Uruguay,0,3,-2,2
1989-08-27,Tunisia,Zambia,1,0,FIFA World Cup qualification,Tunis,Tunisia,False,Tunisia,Zambia,3,0,1,-1
1989-08-31,Portugal,Romania,0,0,Friendly,Setúbal,Portugal,False,Portugal,Romania,1,1,0,0
1989-09-01,Trinidad and Tobago,Panama,2,0,Friendly,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,Panama,3,0,2,-2
1989-09-03,Bolivia,Uruguay,2,1,FIFA World Cup qualification,La Paz,Bolivia,False,Bolivia,Uruguay,3,0,1,-1
1989-09-03,Brazil,Chile,1,0,FIFA World Cup qualification,Rio de Janeiro,Brazil,False,Brazil,Chile,3,0,1,-1
1989-09-03,Ecuador,Colombia,0,0,FIFA World Cup qualification,Guayaquil,Ecuador,False,Ecuador,Colombia,1,1,0,0
1989-09-05,Norway,France,1,1,FIFA World Cup qualification,Oslo,Norway,False,Norway,France,1,1,0,0
1989-09-06,Austria,Russia,0,0,FIFA World Cup qualification,Vienna,Austria,False,Austria,Russia,1,1,0,0
1989-09-06,Belgium,Portugal,3,0,FIFA World Cup qualification,Brussels,Belgium,False,Belgium,Portugal,3,0,3,-3
1989-09-06,Republic of Ireland,Germany,1,1,Friendly,Dublin,Republic of Ireland,False,Republic of Ireland,Germany,1,1,0,0
1989-09-06,Netherlands,Denmark,2,2,Friendly,Amsterdam,Netherlands,False,Netherlands,Denmark,1,1,0,0
1989-09-06,Sweden,England,0,0,FIFA World Cup qualification,Solna,Sweden,False,Sweden,England,1,1,0,0
1989-09-06,Yugoslavia,Scotland,3,1,FIFA World Cup qualification,Zagreb,Yugoslavia,False,Yugoslavia,Scotland,3,0,2,-2
1989-09-10,Paraguay,Ecuador,2,1,FIFA World Cup qualification,Asunción,Paraguay,False,Paraguay,Ecuador,3,0,1,-1
1989-09-16,South Korea,Egypt,0,1,Friendly,Seoul,South Korea,False,Korea Republic,Egypt,0,3,-1,1
1989-09-17,Colombia,Paraguay,2,1,FIFA World Cup qualification,Barranquilla,Colombia,False,Colombia,Paraguay,3,0,1,-1
1989-09-17,El Salvador,United States,0,1,CONCACAF Championship,Tegucigalpa,Honduras,True,El Salvador,USA,0,3,-1,1
1989-09-17,Uruguay,Bolivia,2,0,FIFA World Cup qualification,Montevideo,Uruguay,False,Uruguay,Bolivia,3,0,2,-2
1989-09-20,Iceland,Turkey,2,1,FIFA World Cup qualification,Reykjavík,Iceland,False,Iceland,Turkiye,3,0,1,-1
1989-09-20,Spain,Poland,1,0,Friendly,La Coruña,Spain,False,Spain,Poland,3,0,1,-1
1989-09-20,Switzerland,Portugal,1,2,FIFA World Cup qualification,Neuchâtel,Switzerland,False,Switzerland,Portugal,0,3,-1,1
1989-09-22,Kuwait,Qatar,1,0,Friendly,Kuwait City,Kuwait,False,Kuwait,Qatar,3,0,1,-1
1989-09-24,Ecuador,Paraguay,3,1,FIFA World Cup qualification,Guayaquil,Ecuador,False,Ecuador,Paraguay,3,0,2,-2
1989-09-24,Uruguay,Peru,2,0,FIFA World Cup qualification,Montevideo,Uruguay,False,Uruguay,Peru,3,0,2,-2
1989-09-25,Kuwait,Egypt,0,0,Friendly,Kuwait City,Kuwait,False,Kuwait,Egypt,1,1,0,0
1989-10-04,Germany,Finland,6,1,FIFA World Cup qualification,Dortmund,Germany,False,Germany,Finland,3,0,5,-5
1989-10-04,Malta,Austria,1,2,Friendly,Attard,Malta,False,Malta,Austria,0,3,-1,1
1989-10-06,Czechoslovakia,Portugal,2,1,FIFA World Cup qualification,Prague,Czechoslovakia,False,Czechoslovakia,Portugal,3,0,1,-1
1989-10-08,Algeria,Egypt,0,0,FIFA World Cup qualification,Constantine,Algeria,False,Algeria,Egypt,1,1,0,0
1989-10-08,Cameroon,Tunisia,2,0,FIFA World Cup qualification,Yaoundé,Cameroon,False,Cameroon,Tunisia,3,0,2,-2
1989-10-08,Guatemala,United States,0,0,CONCACAF Championship,Guatemala City,Guatemala,False,Guatemala,USA,1,1,0,0
1989-10-08,Sweden,Albania,3,1,FIFA World Cup qualification,Solna,Sweden,False,Sweden,Albania,3,0,2,-2
1989-10-11,France,Scotland,3,0,FIFA World Cup qualification,Paris,France,False,France,Scotland,3,0,3,-3
1989-10-11,Hungary,Spain,2,2,FIFA World Cup qualification,Budapest,Hungary,False,Hungary,Spain,1,1,0,0
1989-10-11,Luxembourg,Portugal,0,3,FIFA World Cup qualification,Saarbrücken,Germany,True,Luxembourg,Portugal,0,3,-3,3
1989-10-11,Poland,England,0,0,FIFA World Cup qualification,Chorzów,Poland,False,Poland,England,1,1,0,0
1989-10-11,Switzerland,Belgium,2,2,FIFA World Cup qualification,Basel,Switzerland,False,Switzerland,Belgium,1,1,0,0
1989-10-11,Wales,Netherlands,1,2,FIFA World Cup qualification,Wrexham,Wales,False,Wales,Netherlands,0,3,-1,1
1989-10-11,Yugoslavia,Norway,1,0,FIFA World Cup qualification,Sarajevo,Yugoslavia,False,Yugoslavia,Norway,3,0,1,-1
1989-10-12,China PR,Saudi Arabia,2,1,FIFA World Cup qualification,Singapore,Singapore,True,China PR,Saudi Arabia,3,0,1,-1
1989-10-13,South Korea,Qatar,0,0,FIFA World Cup qualification,Singapore,Singapore,True,Korea Republic,Qatar,1,1,0,0
1989-10-14,Italy,Brazil,0,1,Friendly,Bologna,Italy,False,Italy,Brazil,0,3,-1,1
1989-10-15,Colombia,Israel,1,0,FIFA World Cup qualification,Barranquilla,Colombia,False,Colombia,Israel,3,0,1,-1
1989-10-15,Iraq,Kuwait,1,0,Friendly,Baghdad,Iraq,False,Iraq,Kuwait,3,0,1,-1
1989-10-16,South Korea,North Korea,1,0,FIFA World Cup qualification,Singapore,Singapore,True,Korea Republic,North Korea,3,0,1,-1
1989-10-16,Qatar,Saudi Arabia,1,1,FIFA World Cup qualification,Singapore,Singapore,True,Qatar,Saudi Arabia,1,1,0,0
1989-10-20,China PR,South Korea,0,1,FIFA World Cup qualification,Singapore,Singapore,True,China PR,Korea Republic,0,3,-1,1
1989-10-20,North Korea,Qatar,2,0,FIFA World Cup qualification,Singapore,Singapore,True,North Korea,Qatar,3,0,2,-2
1989-10-21,Saudi Arabia,United Arab Emirates,0,0,FIFA World Cup qualification,Singapore,Singapore,True,Saudi Arabia,United Arab Emirates,1,1,0,0
1989-10-24,United Arab Emirates,Qatar,1,1,FIFA World Cup qualification,Singapore,Singapore,True,United Arab Emirates,Qatar,1,1,0,0
1989-10-25,Belgium,Luxembourg,1,1,FIFA World Cup qualification,Brussels,Belgium,False,Belgium,Luxembourg,1,1,0,0
1989-10-25,Czechoslovakia,Switzerland,3,0,FIFA World Cup qualification,Prague,Czechoslovakia,False,Czechoslovakia,Switzerland,3,0,3,-3
1989-10-25,Kuwait,Norway,2,2,Friendly,Kuwait City,Kuwait,False,Kuwait,Norway,1,1,0,0
1989-10-25,Poland,Sweden,0,2,FIFA World Cup qualification,Chorzów,Poland,False,Poland,Sweden,0,3,-2,2
1989-10-25,Saudi Arabia,South Korea,0,2,FIFA World Cup qualification,Singapore,Singapore,True,Saudi Arabia,Korea Republic,0,3,-2,2
1989-10-25,Turkey,Austria,3,0,FIFA World Cup qualification,Istanbul,Turkey,False,Turkiye,Austria,3,0,3,-3
1989-10-28,Qatar,China PR,2,1,FIFA World Cup qualification,Singapore,Singapore,True,Qatar,China PR,3,0,1,-1
1989-10-28,Saudi Arabia,North Korea,2,0,FIFA World Cup qualification,Guangzhou,China PR,True,Saudi Arabia,North Korea,3,0,2,-2
1989-10-28,United Arab Emirates,South Korea,1,1,FIFA World Cup qualification,Kuala Lumpur,Malaysia,True,United Arab Emirates,Korea Republic,1,1,0,0
1989-10-30,Israel,Colombia,0,0,FIFA World Cup qualification,Ramat Gan,Israel,False,Israel,Colombia,1,1,0,0
1989-10-31,Guinea,Iraq,1,0,Friendly,Kuwait City,Kuwait,True,Guinea,Iraq,3,0,1,-1
1989-11-01,Iran,Yemen DPR,2,0,Friendly,Kuwait City,Kuwait,True,IR Iran,Yemen DPR,3,0,2,-2
1989-11-01,Tunisia,Algeria,0,0,Friendly,Tunis,Tunisia,False,Tunisia,Algeria,1,1,0,0
1989-11-03,Guinea,Iran,1,1,Friendly,Kuwait City,Kuwait,True,Guinea,IR Iran,1,1,0,0
1989-11-03,Iraq,Yemen DPR,6,2,Friendly,Kuwait City,Kuwait,True,Iraq,Yemen DPR,3,0,4,-4
1989-11-03,Qatar,Egypt,0,2,Friendly,Doha,Qatar,False,Qatar,Egypt,0,3,-2,2
1989-11-05,Iran,Iraq,0,0,Friendly,Kuwait City,Kuwait,True,IR Iran,Iraq,1,1,0,0
1989-11-05,United States,El Salvador,0,0,CONCACAF Championship,St. Louis,United States,False,USA,El Salvador,1,1,0,0
1989-11-08,Iran,Uganda,2,2,Friendly,Kuwait City,Kuwait,True,IR Iran,Uganda,1,1,0,0
1989-11-08,Kuwait,Iraq,1,2,Friendly,Kuwait City,Kuwait,False,Kuwait,Iraq,0,3,-1,1
1989-11-11,Italy,Algeria,1,0,Friendly,Vicenza,Italy,False,Italy,Algeria,3,0,1,-1
1989-11-12,Iraq,Uganda,1,1,Friendly,Kuwait City,Kuwait,True,Iraq,Uganda,1,1,0,0
1989-11-12,Kuwait,Iran,1,0,Friendly,Kuwait City,Kuwait,False,Kuwait,IR Iran,3,0,1,-1
1989-11-14,Brazil,Yugoslavia,0,0,Friendly,João Pessoa,Brazil,False,Brazil,Yugoslavia,1,1,0,0
1989-11-14,United States,Bermuda,2,1,Friendly,Cocoa Beach,United States,False,USA,Bermuda,3,0,1,-1
1989-11-15,Austria,German DR,3,0,FIFA World Cup qualification,Vienna,Austria,False,Austria,German DR,3,0,3,-3
1989-11-15,England,Italy,0,0,Friendly,London,England,False,England,Italy,1,1,0,0
1989-11-15,Germany,Wales,2,1,FIFA World Cup qualification,Cologne,Germany,False,Germany,Wales,3,0,1,-1
1989-11-15,Netherlands,Finland,3,0,FIFA World Cup qualification,Rotterdam,Netherlands,False,Netherlands,Finland,3,0,3,-3
1989-11-15,Portugal,Czechoslovakia,0,0,FIFA World Cup qualification,Lisbon,Portugal,False,Portugal,Czechoslovakia,1,1,0,0
1989-11-15,Russia,Turkey,2,0,FIFA World Cup qualification,Simferopol,Soviet Union,True,Russia,Turkiye,3,0,2,-2
1989-11-15,Scotland,Norway,1,1,FIFA World Cup qualification,Glasgow,Scotland,False,Scotland,Norway,1,1,0,0
1989-11-15,Spain,Hungary,4,0,FIFA World Cup qualification,Seville,Spain,False,Spain,Hungary,3,0,4,-4
1989-11-15,Switzerland,Luxembourg,2,1,FIFA World Cup qualification,St. Gallen,Switzerland,False,Switzerland,Luxembourg,3,0,1,-1
1989-11-17,Egypt,Algeria,1,0,FIFA World Cup qualification,Cairo,Egypt,False,Egypt,Algeria,3,0,1,-1
1989-11-18,France,Cyprus,2,0,FIFA World Cup qualification,Toulouse,France,False,France,Cyprus,3,0,2,-2
1989-11-19,Trinidad and Tobago,United States,0,1,CONCACAF Championship,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,USA,0,3,-1,1
1989-11-19,Tunisia,Cameroon,0,1,FIFA World Cup qualification,Tunis,Tunisia,False,Tunisia,Cameroon,0,3,-1,1
1989-11-21,Senegal,Central African Republic,3,0,Friendly,Dakar,Senegal,False,Senegal,Central African Republic,3,0,3,-3
1989-11-26,Ghana,Guinea,1,1,Friendly,Paynesville,Liberia,True,Ghana,Guinea,1,1,0,0
1989-11-29,Liberia,Ghana,1,1,Friendly,Paynesville,Liberia,False,Liberia,Ghana,1,1,0,0
1989-12-13,England,Yugoslavia,2,1,Friendly,London,England,False,England,Yugoslavia,3,0,1,-1
1989-12-13,Spain,Switzerland,2,1,Friendly,Santa Cruz de Tenerife,Spain,False,Spain,Switzerland,3,0,1,-1
1989-12-20,Netherlands,Brazil,0,1,Friendly,Rotterdam,Netherlands,False,Netherlands,Brazil,0,3,-1,1
1989-12-21,Italy,Argentina,0,0,Friendly,Cagliari,Italy,False,Italy,Argentina,1,1,0,0
1989-12-24,Senegal,Sierra Leone,1,0,Friendly,Dakar,Senegal,False,Senegal,Sierra Leone,3,0,1,-1
1989-12-31,Senegal,Algeria,0,0,Friendly,Dakar,Senegal,False,Senegal,Algeria,1,1,0,0
1990-01-12,Algeria,Mali,5,0,Friendly,Paris,France,True,Algeria,Mali,3,0,5,-5
1990-01-14,Algeria,Cameroon,3,1,Friendly,Paris,France,True,Algeria,Cameroon,3,0,2,-2
1990-01-17,Greece,Belgium,2,0,Friendly,Athens,Greece,False,Greece,Belgium,3,0,2,-2
1990-01-17,Mexico,Argentina,2,0,Friendly,Los Angeles,United States,True,Mexico,Argentina,3,0,2,-2
1990-01-21,Kuwait,France,0,1,Friendly,Kuwait City,Kuwait,False,Kuwait,France,0,3,-1,1
1990-01-24,France,German DR,3,0,Friendly,Kuwait City,Kuwait,True,France,German DR,3,0,3,-3
1990-01-24,Liberia,Senegal,0,1,Friendly,Bauchi,Nigeria,True,Liberia,Senegal,0,3,-1,1
1990-01-25,Nigeria,Ivory Coast,2,0,Friendly,Bauchi,Nigeria,False,Nigeria,Cote d'Ivoire,3,0,2,-2
1990-01-25,United Arab Emirates,Egypt,1,2,Friendly,Abu Dhabi,United Arab Emirates,False,United Arab Emirates,Egypt,0,3,-1,1
1990-01-27,Ivory Coast,Liberia,1,0,Friendly,Bauchi,Nigeria,True,Cote d'Ivoire,Liberia,3,0,1,-1
1990-01-27,United Arab Emirates,Egypt,1,0,Friendly,Abu Dhabi,United Arab Emirates,False,United Arab Emirates,Egypt,3,0,1,-1
1990-01-28,Nigeria,Senegal,1,1,Friendly,Bauchi,Nigeria,False,Nigeria,Senegal,1,1,0,0
1990-02-02,Colombia,Uruguay,0,2,Miami Cup,Miami,United States,True,Colombia,Uruguay,0,3,-2,2
1990-02-02,Iran,Poland,0,2,Friendly,Tehran,Iran,False,IR Iran,Poland,0,3,-2,2
1990-02-02,United States,Costa Rica,0,2,Miami Cup,Miami,United States,False,USA,Costa Rica,0,3,-2,2
1990-02-04,Algeria,Romania,0,0,Friendly,Algiers,Algeria,False,Algeria,Romania,1,1,0,0
1990-02-04,Costa Rica,Uruguay,0,2,Miami Cup,Miami,United States,True,Costa Rica,Uruguay,0,3,-2,2
1990-02-04,Iran,Poland,0,1,Friendly,Tehran,Iran,False,IR Iran,Poland,0,3,-1,1
1990-02-04,South Korea,Norway,2,3,Malta International Tournament,Attard,Malta,True,Korea Republic,Norway,0,3,-1,1
1990-02-04,United States,Colombia,1,1,Miami Cup,Miami,United States,False,USA,Colombia,1,1,0,0
1990-02-07,Malta,Norway,1,1,Malta International Tournament,Attard,Malta,False,Malta,Norway,1,1,0,0
1990-02-10,Malta,South Korea,1,2,Malta International Tournament,Attard,Malta,False,Malta,Korea Republic,0,3,-1,1
1990-02-13,Bermuda,United States,0,1,Friendly,Hamilton,Bermuda,False,Bermuda,USA,0,3,-1,1
1990-02-14,Egypt,Denmark,0,0,Friendly,Cairo,Egypt,False,Egypt,Denmark,1,1,0,0
1990-02-14,United Arab Emirates,Sweden,2,1,Friendly,Dubai,United Arab Emirates,False,United Arab Emirates,Sweden,3,0,1,-1
1990-02-15,Iraq,South Korea,0,0,Friendly,Baghdad,Iraq,False,Iraq,Korea Republic,1,1,0,0
1990-02-17,United Arab Emirates,Sweden,0,2,Friendly,Dubai,United Arab Emirates,False,United Arab Emirates,Sweden,0,3,-2,2
1990-02-18,Egypt,South Korea,0,0,Friendly,Cairo,Egypt,False,Egypt,Korea Republic,1,1,0,0
1990-02-20,Colombia,Russia,0,0,Marlboro Cup,Los Angeles,United States,True,Colombia,Russia,1,1,0,0
1990-02-21,Belgium,Sweden,0,0,Friendly,Brussels,Belgium,False,Belgium,Sweden,1,1,0,0
1990-02-21,Morocco,Ivory Coast,2,1,Friendly,Rabat,Morocco,False,Morocco,Cote d'Ivoire,3,0,1,-1
1990-02-21,Netherlands,Italy,0,0,Friendly,Rotterdam,Netherlands,False,Netherlands,Italy,1,1,0,0
1990-02-21,Spain,Czechoslovakia,1,0,Friendly,Alicante,Spain,False,Spain,Czechoslovakia,3,0,1,-1
1990-02-23,Qatar,Bahrain,0,0,Gulf Cup,Kuwait City,Kuwait,True,Qatar,Bahrain,1,1,0,0
1990-02-24,United States,Russia,1,3,Friendly,Palo Alto,United States,False,USA,Russia,0,3,-2,2
1990-02-27,Qatar,United Arab Emirates,0,0,Gulf Cup,Kuwait City,Kuwait,True,Qatar,United Arab Emirates,1,1,0,0
1990-02-28,Egypt,Austria,0,0,Friendly,Cairo,Egypt,False,Egypt,Austria,1,1,0,0
1990-02-28,France,Germany,2,1,Friendly,Montpellier,France,False,France,Germany,3,0,1,-1
1990-03-02,Algeria,Nigeria,5,1,African Cup of Nations,Algiers,Algeria,False,Algeria,Nigeria,3,0,4,-4
1990-03-02,Ivory Coast,Egypt,3,1,African Cup of Nations,Algiers,Algeria,True,Cote d'Ivoire,Egypt,3,0,2,-2
1990-03-03,Senegal,Kenya,0,0,African Cup of Nations,Annaba,Algeria,True,Senegal,Kenya,1,1,0,0
1990-03-04,Oman,Qatar,2,4,Gulf Cup,Kuwait City,Kuwait,True,Oman,Qatar,0,3,-2,2
1990-03-05,Algeria,Ivory Coast,3,0,African Cup of Nations,Algiers,Algeria,False,Algeria,Cote d'Ivoire,3,0,3,-3
1990-03-05,Nigeria,Egypt,1,0,African Cup of Nations,Algiers,Algeria,True,Nigeria,Egypt,3,0,1,-1
1990-03-06,Cameroon,Senegal,0,2,African Cup of Nations,Annaba,Algeria,True,Cameroon,Senegal,0,3,-2,2
1990-03-07,Kuwait,Qatar,2,0,Gulf Cup,Kuwait City,Kuwait,False,Kuwait,Qatar,3,0,2,-2
1990-03-08,Algeria,Egypt,2,0,African Cup of Nations,Algiers,Algeria,False,Algeria,Egypt,3,0,2,-2
1990-03-08,Nigeria,Ivory Coast,1,0,African Cup of Nations,Algiers,Algeria,True,Nigeria,Cote d'Ivoire,3,0,1,-1
1990-03-09,Zambia,Senegal,0,0,African Cup of Nations,Annaba,Algeria,True,Zambia,Senegal,1,1,0,0
1990-03-10,United States,Finland,2,1,Friendly,Tampa,United States,False,USA,Finland,3,0,1,-1
1990-03-12,Algeria,Senegal,2,1,African Cup of Nations,Algiers,Algeria,False,Algeria,Senegal,3,0,1,-1
1990-03-15,Senegal,Zambia,0,1,African Cup of Nations,Algiers,Algeria,True,Senegal,Zambia,0,3,-1,1
1990-03-16,Algeria,Nigeria,1,0,African Cup of Nations,Algiers,Algeria,False,Algeria,Nigeria,3,0,1,-1
1990-03-20,Hungary,United States,2,0,Friendly,Budapest,Hungary,False,Hungary,USA,3,0,2,-2
1990-03-20,Mexico,Uruguay,2,1,Friendly,Los Angeles,United States,True,Mexico,Uruguay,3,0,1,-1
1990-03-27,Northern Ireland,Norway,2,3,Friendly,Belfast,Northern Ireland,False,Northern Ireland,Norway,0,3,-1,1
1990-03-28,Egypt,Romania,1,3,Friendly,Cairo,Egypt,False,Egypt,Romania,0,3,-2,2
1990-03-28,England,Brazil,1,0,Friendly,London,England,False,England,Brazil,3,0,1,-1
1990-03-28,German DR,United States,3,2,Friendly,Berlin,German DR,False,German DR,USA,3,0,1,-1
1990-03-28,Hungary,France,1,3,Friendly,Budapest,Hungary,False,Hungary,France,0,3,-2,2
1990-03-28,Russia,Netherlands,2,1,Friendly,Kyiv,Soviet Union,False,Russia,Netherlands,3,0,1,-1
1990-03-28,Scotland,Argentina,1,0,Friendly,Glasgow,Scotland,False,Scotland,Argentina,3,0,1,-1
1990-03-28,Spain,Austria,2,3,Friendly,Málaga,Spain,False,Spain,Austria,0,3,-1,1
1990-03-31,Switzerland,Italy,0,1,Friendly,Basel,Switzerland,False,Switzerland,Italy,0,3,-1,1
1990-04-03,Switzerland,Romania,2,1,Friendly,Lucerne,Switzerland,False,Switzerland,Romania,3,0,1,-1
1990-04-04,Czechoslovakia,Egypt,0,1,Friendly,Brno,Czechoslovakia,False,Czechoslovakia,Egypt,0,3,-1,1
1990-04-08,United States,Iceland,4,1,Friendly,St. Louis,United States,False,USA,Iceland,3,0,3,-3
1990-04-11,Algeria,Sweden,1,1,Friendly,Algiers,Algeria,False,Algeria,Sweden,1,1,0,0
1990-04-11,Austria,Hungary,3,0,Friendly,Salzburg,Austria,False,Austria,Hungary,3,0,3,-3
1990-04-11,Denmark,Turkey,1,0,Friendly,Copenhagen,Denmark,False,Denmark,Turkiye,3,0,1,-1
1990-04-11,German DR,Egypt,2,0,Friendly,Karl-Marx-Stadt,German DR,False,German DR,Egypt,3,0,2,-2
1990-04-17,Grenada,Curaçao,1,1,CFU Caribbean Cup qualification,St. George's,Grenada,False,Grenada,Curacao,1,1,0,0
1990-04-17,Mexico,Colombia,2,0,Friendly,Los Angeles,United States,True,Mexico,Colombia,3,0,2,-2
1990-04-22,United States,Colombia,0,1,Friendly,Miami,United States,False,USA,Colombia,0,3,-1,1
1990-04-25,England,Czechoslovakia,4,2,Friendly,London,England,False,England,Czechoslovakia,3,0,2,-2
1990-04-25,Germany,Uruguay,3,3,Friendly,Stuttgart,Germany,False,Germany,Uruguay,1,1,0,0
1990-04-25,Scotland,German DR,0,1,Friendly,Glasgow,Scotland,False,Scotland,German DR,0,3,-1,1
1990-04-25,Sweden,Wales,4,2,Friendly,Solna,Sweden,False,Sweden,Wales,3,0,2,-2
1990-05-03,Austria,Argentina,1,1,Friendly,Vienna,Austria,False,Austria,Argentina,1,1,0,0
1990-05-04,Colombia,Poland,2,1,Marlboro Cup,Chicago,United States,True,Colombia,Poland,3,0,1,-1
1990-05-05,Brazil,Bulgaria,2,1,Friendly,Campinas,Brazil,False,Brazil,Bulgaria,3,0,1,-1
1990-05-05,United States,Malta,1,0,Friendly,Piscataway,United States,False,USA,Malta,3,0,1,-1
1990-05-08,Switzerland,Argentina,1,1,Friendly,Bern,Switzerland,False,Switzerland,Argentina,1,1,0,0
1990-05-08,Andalusia,Uruguay,1,1,Friendly,Seville,Spain,False,Andalusia,Uruguay,1,1,0,0
1990-05-09,United States,Poland,3,1,Friendly,Hershey,United States,False,USA,Poland,3,0,2,-2
1990-05-13,Brazil,German DR,3,3,Friendly,Rio de Janeiro,Brazil,False,Brazil,German DR,1,1,0,0
1990-05-13,Canada,Mexico,2,1,NAFU Championship,Burnaby,Canada,False,Canada,Mexico,3,0,1,-1
1990-05-15,England,Denmark,1,0,Friendly,London,England,False,England,Denmark,3,0,1,-1
1990-05-16,Scotland,Egypt,1,3,Friendly,Aberdeen,Scotland,False,Scotland,Egypt,0,3,-2,2
1990-05-18,Northern Ireland,Uruguay,1,0,Friendly,Belfast,Northern Ireland,False,Northern Ireland,Uruguay,3,0,1,-1
1990-05-19,Scotland,Poland,1,1,Friendly,Glasgow,Scotland,False,Scotland,Poland,1,1,0,0
1990-05-20,Guyana,Curaçao,1,1,CFU Caribbean Cup qualification,Georgetown,Guyana,False,Guyana,Curacao,1,1,0,0
1990-05-21,Romania,Egypt,1,0,Friendly,Bucharest,Romania,False,Romania,Egypt,3,0,1,-1
1990-05-22,England,Uruguay,1,2,Friendly,London,England,False,England,Uruguay,0,3,-1,1
1990-05-22,Israel,Argentina,1,2,Friendly,Ramat Gan,Israel,False,Israel,Argentina,0,3,-1,1
1990-05-26,Belgium,Romania,2,2,Friendly,Brussels,Belgium,False,Belgium,Romania,1,1,0,0
1990-05-26,Egypt,Colombia,1,1,Friendly,Cairo,Egypt,False,Egypt,Colombia,1,1,0,0
